Date,BTC,US20Y
2020-01-09,7879.071289,2.170000
2020-01-10,8166.554199,2.140000
2020-01-13,8144.194336,2.160000
2020-01-14,8827.764648,2.120000
2020-01-15,8807.010742,2.090000
2020-01-16,8723.786133,2.110000
2020-01-17,8929.038086,2.160000
2020-01-21,8745.894531,2.100000
2020-01-22,8680.875977,2.070000
2020-01-23,8406.515625,2.030000
2020-01-24,8445.434570,2.000000
2020-01-27,8909.819336,1.910000
2020-01-28,9358.589844,1.950000
2020-01-29,9316.629883,1.890000
2020-01-30,9508.993164,1.880000
2020-01-31,9350.529297,1.830000
2020-02-03,9293.521484,1.840000
2020-02-04,9180.962891,1.910000
2020-02-05,9613.423828,1.970000
2020-02-06,9729.801758,1.940000
